21.211 8.769 36.426
21.26 11.602 36.646
20.992 12.915 37.995
21.052 14.601 38.053
19.494 16.1 37.154
19.128 14.189 35.895
19.595 13.851 35.017
18.309 15.143 33.478
17.278 15.81 30.996
17.712 16.083 31.515
17.186 17.037 32.584
17.107 18.014 30.442
16.624 19.605 30.542
17.296 18.845 33.071
16.623 20.882 33.603
19.536 16.456 33.614
19.13 15.577 33.657
