31.914 13.622 18.887
29.156 12.965 19.43
27.597 15.428 17.472
25.308 16.205 18.413
25.268 14.464 19.652
24.086 13.196 19.469
22.223 13.3 20.042
21.516 14.415 20.556
21.133 14.399 20.531
18.473 13.339 20.609
18.546 14.775 20.811
16.365 16.824 20.83
18.339 18.102 18.28
16.087 13.673 21.325
12.825 15.123 21.483
11.861 13.807 22.426
17.195 14.224 21.653
21.417 13.63 20.603
27.399 13.757 19.6
26.138 14.719 14.945
24.814 13.149 14.28
24.956 15.332 15.208
23.459 17.929 17.995
20.905 15.604 14.39
12.519 17.795 19.204
14.061 18.034 20.254
18.377 18.706 19.225
19.452 18.712 18.949
25.223 15.26 15.236
30.688 14.05 16.538
31.923 11.61 18.832
29.139 12.265 19.456
27.497 9.732 17.253
25.121 9.179 18.452
25.234 10.76 19.635
24.076 12.13 19.457
22.277 12.024 20.018
21.517 11.03 20.574
21.108 11.065 20.539
18.508 12.232 20.666
18.45 10.781 20.755
16.342 8.967 20.787
18.224 7.3 18.501
15.959 12.021 21.337
12.7 10.623 21.314
11.866 11.954 22.227
17.005 11.578 21.772
21.389 11.689 20.572
27.445 11.438 19.61
26.45 10.525 14.909
24.801 12.187 14.238
24.849 9.908 15.131
23.549 7.457 17.745
20.783 10.018 14.205
12.421 8.125 18.9
13.807 7.774 20.032
18.129 6.713 19.373
19.328 6.668 18.887
24.963 9.97 15.116
30.831 11.206 16.614
24.667 12.673 14.144
17.064 13.13 14.01
13.1 13.148 14.713
12.104 12.745 21.816
15.779 12.79 20.787
19.338 12.731 19.619
21.863 12.615 18.369
24.055 12.712 14.725
