13.232 7.636 24.189
12.588 10.374 24.391
14.968 11.708 22.012
15.776 14.072 22.593
14.135 14.417 23.962
12.748 15.477 23.664
12.956 17.374 23.978
14.068 18.132 24.296
14.039 18.56 24.212
12.929 21.132 24.063
14.389 21.152 24.079
16.382 23.337 23.666
17.508 20.983 21.263
13.248 23.726 24.33
14.669 26.824 23.885
13.331 27.813 24.637
13.828 22.608 24.764
13.28 18.275 24.368
13.392 12.214 24.242
14.021 12.728 19.304
12.43 14.008 18.614
14.696 13.967 19.414
17.424 15.74 21.738
14.876 17.98 18.012
17.232 26.915 21.459
17.544 25.532 22.717
18.218 21.135 22.349
18.135 19.972 22.134
14.701 13.774 19.493
13.485 8.247 21.841
11.281 7.563 24.248
11.981 10.406 24.448
9.163 11.731 22.042
8.532 14.271 22.94
10.396 14.347 24.129
11.727 15.463 23.686
11.665 17.422 24.062
10.572 18.183 24.432
10.662 18.634 24.374
11.806 21.153 24.107
10.42 21.224 24.263
8.522 23.348 24.131
6.836 21.107 22.068
11.598 23.773 24.385
10.212 26.981 24.007
11.545 27.979 24.709
11.217 22.814 25.003
11.334 18.281 24.424
11.082 12.275 24.363
9.881 12.525 19.672
11.496 14.069 18.613
9.298 14.223 19.667
6.953 15.718 22.2
9.226 18.044 18.17
7.526 27.045 21.623
7.284 25.693 23.075
6.234 21.342 23.07
6.2 20.08 22.812
9.353 13.997 19.633
10.732 8.545 21.773
11.936 14.171 18.481
12.329 21.668 17.329
12.338 25.574 17.267
12.527 27.606 24.217
12.467 23.97 23.726
12.276 20.16 23.125
12.139 17.481 22.261
12.031 14.787 18.937
