19.716 7.623 32.691
19.026 10.147 32.865
21.256 11.676 30.723
21.988 13.822 31.618
20.316 13.919 32.913
18.999 14.865 32.62
19.171 16.653 33.232
20.164 17.345 33.492
20.15 17.833 33.495
19.028 20.045 33.754
20.497 20.093 33.862
22.524 22.379 33.686
23.892 20.51 31.459
19.192 22.278 34.252
20.707 25.681 34.385
19.756 26.122 34.874
19.83 21.726 34.773
19.302 17.484 33.583
19.674 11.709 32.873
20.548 12.564 28.517
19.02 14.208 27.608
21.155 14.007 28.537
23.518 15.109 31.117
21.574 18.343 27.602
22.973 26.093 32.197
23.35 24.524 33.227
24.36 20.508 32.266
24.43 19.366 31.886
21.187 13.818 28.598
20.088 8.601 30.411
17.735 7.594 32.525
18.352 10.176 32.871
15.862 11.632 30.381
15.185 13.715 31.651
16.895 13.896 32.849
18.11 14.886 32.611
17.973 16.625 33.143
16.946 17.33 33.643
16.946 17.824 33.58
17.916 20.048 33.746
16.575 20.002 33.861
14.451 22.405 33.7
12.985 20.347 31.78
17.749 22.38 34.221
16.339 25.544 34.222
17.433 26.495 35.04
17.009 21.52 34.608
17.691 17.585 33.648
17.569 11.685 32.887
16.621 12.496 28.494
18.207 14.12 27.653
16.059 13.959 28.483
13.597 15.116 31.232
15.628 18.03 27.349
13.908 25.772 32.045
13.641 24.571 33.081
12.495 20.295 32.602
12.51 19.422 32.111
16.027 13.713 28.557
17.255 8.624 30.32
18.656 14.414 27.498
18.528 21.664 26.847
18.882 25.499 27.612
18.573 25.699 34.46
18.46 22.443 33.695
18.386 19.303 32.776
18.551 16.811 31.455
18.546 14.969 28.116
