10.151 31.123 9.209
9.715 28.599 10.002
11.855 26.996 7.682
11.008 24.918 7.104
9.745 25.067 8.742
10.001 24.11 10.044
9.414 22.429 9.936
9.038 21.654 8.873
9.044 21.355 8.975
9.088 19.29 10.096
9.051 19.23 8.597
9.227 16.79 6.805
10.99 18.685 5.318
8.654 17.214 10.171
8.791 14.119 9.018
7.996 13.29 10.376
8.192 17.636 9.403
9.018 21.718 9.856
9.644 27.212 9.379
14.231 26.348 8.447
15.024 24.743 10.047
14.056 24.868 7.749
11.773 23.935 5.566
15.308 20.744 7.699
10.932 13.141 6.676
9.937 14.581 6.114
10.241 18.521 4.743
10.642 19.601 4.716
14.14 25.095 7.922
12.431 29.985 8.833
10.031 31.345 11.144
9.689 28.654 10.669
12.274 27.407 13.23
10.877 25.355 13.767
9.65 25.218 12.291
9.963 24.138 10.965
9.467 22.505 11.094
8.928 21.846 12.12
9.026 21.585 12.1
9.126 19.513 11.166
9.012 19.641 12.381
9.178 17.447 14.893
10.834 19.547 16.259
8.673 17.443 11.538
8.844 14.374 13.195
7.759 13.058 12.3
8.152 17.714 12.118
8.999 21.65 11.33
9.605 27.263 11.422
14.219 26.397 12.468
15.013 24.743 10.77
14.013 25.346 13.209
11.559 24.417 15.532
15.337 21.152 13.708
10.938 13.84 15.708
9.901 15.428 16.046
10.089 19.256 16.844
10.42 20.392 16.624
14.138 25.604 12.933
12.24 30.438 11.593
15.083 24.478 10.489
16.122 17.905 11.032
15.474 13.977 11.451
8.611 14.025 10.985
9.274 17.16 10.826
10.057 19.779 10.324
10.915 21.772 10.645
14.276 24.075 10.45
