13.497 7.402 20.287
12.793 10.044 20.385
15.108 11.545 18.226
16.018 13.855 18.544
14.442 13.965 19.799
13.045 15.126 19.373
13.188 16.962 19.585
14.359 17.905 19.862
14.283 18.252 19.785
13.205 20.725 19.462
14.578 20.766 19.501
16.478 22.859 19.002
17.963 20.402 17.375
13.46 23.259 19.447
14.712 26.249 18.969
13.371 27.246 19.604
13.967 22.382 19.961
13.455 17.957 19.849
13.638 11.776 20.152
14.471 11.957 15.501
12.877 13.323 14.515
15.066 13.618 15.377
17.531 15.373 17.665
15.091 17.233 13.68
17.116 26.292 16.514
17.587 24.844 17.793
18.51 20.748 17.901
18.548 19.542 17.798
15.054 13.333 15.414
13.886 7.935 18.071
11.543 7.318 20.319
12.164 10.061 20.379
9.804 11.493 18.334
8.997 13.971 18.633
10.723 14.053 19.915
12.003 15.078 19.392
11.89 16.97 19.524
10.913 17.938 19.958
10.908 18.414 19.776
11.973 20.782 19.454
10.646 20.828 19.639
8.744 23.003 19.275
7.128 20.539 17.645
11.895 23.275 19.526
10.551 26.431 19.123
11.888 27.674 20.049
11.382 22.434 20.059
11.733 17.945 19.929
11.382 11.915 20.216
10.358 12.218 15.542
11.888 13.376 14.51
9.813 13.772 15.523
7.432 15.562 17.942
9.567 17.415 13.873
7.854 26.257 16.85
7.548 25.075 18.17
6.54 20.846 18.412
6.571 19.585 18.275
9.77 13.449 15.511
11.005 8.135 17.87
12.456 13.632 14.32
12.317 20.846 12.702
12.434 24.547 12.635
12.54 27.026 19.261
12.591 23.281 18.83
12.418 19.714 18.48
12.504 17.101 17.732
12.332 13.96 14.918
