10.806 24.749 9.767
10.955 22.08 10.306
13.042 20.765 8.087
12.873 18.381 7.295
11.711 18.256 8.844
12.059 17.012 10.136
11.9 15.264 9.958
11.689 14.297 8.846
11.829 13.921 8.894
12.058 11.494 10.041
12.07 11.57 8.66
12.467 9.464 6.932
14.545 11.843 5.63
12.112 9.07 9.83
12.301 6.022 8.635
11.617 5.025 9.856
11.533 9.946 9.403
11.701 14.31 9.785
11.181 20.33 9.572
15.766 20.267 8.727
16.782 18.877 10.321
15.926 18.686 8.138
13.709 16.855 5.697
17.6 14.974 7.865
14.689 6.096 6.232
13.505 7.381 5.862
13.575 11.516 4.995
13.557 12.834 4.971
15.894 18.975 8.112
13.3 24.096 9.345
10.894 24.708 11.747
10.89 22.034 10.949
12.9 20.755 13.343
12.746 18.31 14.208
11.555 18.13 12.406
12.006 17.006 11.151
11.85 15.162 11.205
11.511 14.276 12.357
11.658 13.877 12.356
12.133 11.571 11.214
11.921 11.49 12.599
12.264 9.514 14.467
13.835 11.859 16.004
12.055 9.023 11.438
12.204 6.105 12.776
11.613 5.007 11.521
11.464 10.046 11.898
11.651 14.16 11.525
11.183 20.208 11.721
15.766 20.047 12.807
16.728 18.936 11.293
15.723 18.65 13.419
13.366 16.721 15.764
17.49 15.088 13.601
14.735 6.278 15.414
13.362 7.537 15.731
13.056 11.584 16.639
13.171 12.774 16.635
15.733 18.798 13.435
13.396 23.901 12.218
16.905 18.854 10.766
18.731 11.656 10.8
18.879 7.974 11.095
12.094 5.534 10.745
12.673 8.867 10.707
12.944 12.647 10.747
13.668 15.171 10.684
16.579 18.045 10.714
