23.255 6.958 10.767
22.694 9.645 10.688
25.198 10.648 7.995
26.023 12.853 8.604
24.249 13.244 9.907
23.048 14.065 9.434
23.181 15.778 9.469
24.14 16.577 9.829
24.221 16.994 9.612
23.337 18.823 9.033
24.747 18.94 9.07
26.741 21.328 8.534
28.097 18.889 7.205
23.646 21.12 8.963
25.198 24.337 8.151
23.749 25.23 8.856
24.332 20.845 9.608
23.252 16.697 9.773
23.535 11.314 10.407
24.502 10.931 5.886
22.932 12.491 4.735
25.12 12.356 5.537
27.624 13.723 7.842
25.636 16.384 3.336
27.553 24.403 5.931
27.847 23.225 7.363
28.738 19.091 7.879
28.544 17.971 7.844
25.107 12.084 5.622
23.856 7.723 8.267
21.16 7.066 10.887
21.999 9.63 10.652
19.739 10.839 8.075
19.006 12.989 8.483
20.77 13.366 9.872
22.084 14.182 9.455
22.071 15.918 9.562
21.035 16.686 9.749
21.12 16.996 9.646
22.256 18.95 9.029
20.796 18.978 9.105
18.718 21.441 8.461
17.277 19.048 7.204
22.184 21.226 9.061
20.874 24.503 8.116
22.009 25.57 8.636
21.453 20.907 9.558
21.904 16.831 9.803
21.313 11.424 10.327
20.721 11.028 5.643
22.364 12.603 4.654
20.046 12.457 5.442
17.564 14.07 7.64
19.901 16.294 3.34
18.431 24.647 5.948
17.874 23.413 7.408
16.622 19.413 7.936
16.718 18.195 7.733
20.049 12.294 5.514
20.883 7.598 8.404
22.666 12.685 4.613
22.677 19.252 1.971
22.64 23.541 1.82
22.954 24.574 8.41
22.901 21.141 8.481
22.759 18.678 8.218
22.699 16.262 7.774
22.564 13.198 5.056
