12.211 24.388 10.071
12.017 21.719 9.319
9.369 20.421 11.897
10.359 18.236 12.295
11.583 18.103 10.587
11.066 17.187 9.352
11.311 15.424 9.427
11.807 14.629 10.4
11.621 14.242 10.352
11.206 12.364 9.317
11.241 12.115 10.444
10.993 9.625 12.471
9.836 11.905 14.362
11.385 10.024 9.146
10.97 6.581 10.397
11.597 5.899 8.945
11.848 10.401 9.837
11.69 14.589 9.385
11.906 20.187 10.083
7.289 20.033 11.099
6.41 18.516 9.61
7.102 18.534 11.549
9.577 17.008 14.027
5.545 14.739 11.846
8.684 6.1 12.666
9.99 7.519 13.192
10.336 11.506 14.764
10.103 12.592 14.888
7.261 18.818 11.674
9.737 23.735 10.61
12.159 24.423 8.139
11.98 21.832 8.628
9.444 20.835 6.402
10.087 18.653 5.528
11.402 18.316 7.164
11.01 17.246 8.41
11.201 15.511 8.223
11.565 14.848 7.18
11.401 14.465 7.263
11.054 12.526 8.158
10.963 12.587 6.876
10.402 10.308 4.585
9.051 12.741 3.36
11.314 10.187 7.886
10.527 7.028 6.186
11.238 5.762 7.001
11.801 10.543 7.28
11.591 14.644 7.969
11.773 20.134 7.903
7.077 20.145 7.159
6.171 18.525 8.765
6.911 18.857 6.622
9.361 17.427 3.845
5.192 15.137 6.185
8.114 7.135 3.709
9.441 8.479 3.551
9.698 12.37 2.71
9.548 13.501 2.858
6.997 19.057 6.641
9.832 24.107 7.789
6.185 18.325 9.209
4.248 11.63 8.745
4.325 7.689 8.285
10.913 6.796 8.419
10.729 10.017 8.566
10.081 12.917 9.255
9.663 15.122 8.684
6.658 17.953 9.046
