19.934 27.486 28.468
20.622 24.988 28.223
18.196 24.106 25.916
17.467 21.911 26.158
19.107 21.492 27.214
20.352 20.637 26.716
20.173 18.889 26.599
19.138 18.069 26.856
19.15 17.781 26.66
20.055 15.95 26.035
18.64 15.876 26.147
16.796 13.524 25.589
15.33 15.797 24.588
19.85 13.655 25.899
18.717 10.522 25.55
19.985 9.938 26.68
19.683 13.872 26.432
20.065 18.041 26.793
19.834 23.342 27.761
18.738 23.863 23.527
20.216 22.674 22.395
18.096 22.603 23.318
15.895 20.844 25.378
17.531 18.977 21.121
16.326 10.813 23.462
16.01 11.671 24.724
14.893 15.595 25.207
14.853 16.73 25.112
18.103 22.765 23.374
19.421 27.007 26.151
22.016 27.432 28.401
21.235 24.975 28.204
23.452 24.02 25.628
24.239 21.838 25.849
22.454 21.499 27.118
21.209 20.615 26.647
21.282 19.007 26.574
22.219 18.043 26.78
22.183 17.783 26.589
21.04 15.988 25.976
22.361 15.93 25.941
24.666 13.708 24.967
25.82 16.058 24.3
21.284 13.719 25.857
22.835 10.58 25.187
21.881 9.749 26.584
21.949 14.176 26.4
21.547 17.927 26.681
21.898 23.432 27.773
22.55 23.909 23.317
21.01 22.609 22.385
23.156 22.534 23.121
25.548 20.565 25.157
23.39 19.109 20.772
25.313 11.065 22.961
25.459 12.028 24.347
26.407 15.736 24.771
26.34 16.817 24.724
23.008 22.801 23.025
22.256 26.961 26.127
20.588 22.58 22.288
20.437 16.277 19.444
20.634 12.273 19.062
20.619 10.216 25.597
20.681 13.56 25.294
20.361 16.454 25.117
20.734 19.08 25.048
20.61 21.696 22.518
