23.233 7.129 34.901
22.464 9.544 34.522
24.917 10.386 32.027
25.661 12.597 32.343
23.802 13.088 33.502
22.483 13.922 32.976
22.605 15.488 32.969
23.44 16.345 33.154
23.359 16.709 32.986
22.357 18.628 32.267
23.707 18.677 32.275
25.462 21.168 31.457
27.239 18.512 30.41
22.447 21.079 31.863
23.675 24.01 31.238
22.168 25.047 31.486
23.008 20.614 32.567
22.755 16.557 33.151
23.157 11.048 34.225
24.25 10.554 29.701
22.643 11.942 28.559
24.781 11.91 29.394
27.135 13.549 31.374
25.093 15.464 27.07
26.005 23.734 28.642
26.501 22.785 30.075
27.788 18.798 30.988
27.808 17.882 31.143
24.881 11.593 29.546
23.666 7.512 32.467
21.178 7.025 34.649
21.787 9.562 34.489
19.637 10.249 32.03
18.602 12.36 31.985
20.247 12.988 33.41
21.556 13.863 32.937
21.379 15.549 32.839
20.386 16.241 33.021
20.358 16.564 32.821
21.244 18.385 32.233
19.9 18.379 32.132
17.691 20.529 31.031
16.458 17.829 30.371
20.728 20.844 31.758
19.312 23.63 31.187
20.284 24.987 31.361
20.351 20.372 32.413
20.968 16.574 32.913
20.975 11.159 33.997
20.467 10.376 29.504
21.987 11.809 28.467
19.795 11.551 29.137
17.197 13.004 31.081
19.253 15.061 26.885
17.064 23.287 28.464
16.768 22.077 29.816
15.977 18.211 30.874
16.005 17.228 30.9
19.719 11.406 29.244
21.048 7.358 32.279
22.385 11.963 28.382
22.053 17.975 25.384
21.889 21.605 24.769
21.347 24.492 31.001
21.601 20.836 31.392
21.993 16.795 31.437
22.093 15.738 31.405
22.344 12.472 28.773
